"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","code","kind","sex","age","education","live_SQ001","live_SQ002","live_SQ003","live_SQ004","live_SQ005","live_SQ006","live_SQ007","live_SQ008","live_SQ009","live_SQ010","live_other","kids","nkids","econsit","needs_housing","needs_basic","needs_entertainment","needs_cultural","needs_education","importance_proffesional","importance_scientific","importance_workstab","importance_helping","importance_wealth","importance_socprestige","importance_identifiability","frequency_excursion","frequency_cinema","frequency_theater","frequency_tavern","frequency_friends","frequency_culturalevent","frequency_museum","frequency_library","Q1","Q2","Q3","Q4","Q5","Q6","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","G3Q00001","experience","time","EI_EM01","EI_EM02","EI_EE03","EI_SC04","EI_WB05","EI_SO06","EI_SC07","EI_EM08","EI_WB09","EI_SO10","EI_SO11","EI_WB12","EI_EM13","EI_EE14","EI_SC15","EI_EM16","EI_EM17","EI_EE18","EI_SC19","EI_WB20","EI_SO21","EI_SC22","EI_EM23","EI_WB24","EI_SO25","EI_SO26","EI_WB27","EI_EM28","EI_EE29","EI_SC30","Burnout_EE1","Burnout_EE2","Burnout_EE3","Burnout_PA4","Burnout_CY5","Burnout_EE6","Burnout_PA7","Burnout_EE8","Burnout_PA9","Burnout_CY10","Burnout_CY11","Burnout_PA12","Burnout_EE13","Burnout_EE14","Burnout_CY15","Burnout_EE16","Burnout_PA17","Burnout_PA18","Burnout_PA19","Burnout_EE20","Burnout_PA21","Burnout_CY22","Satisfaction_intrinsic01","Satisfaction_intrinsic02","Satisfaction_intrinsic03","Satisfaction_intrinsic04","Satisfaction_extrinsic05","Satisfaction_extrinsic06","Satisfaction_intrinsic07","Satisfaction_intrinsic08","Satisfaction_intrinsic09","Satisfaction_intrinsic10","Satisfaction_intrinsic11","Satisfaction_extrinsic12","Satisfaction_extrinsic13","Satisfaction_extrinsic14","Satisfaction_intrinsic15","Satisfaction_intrinsic16","Satisfaction_general17","Satisfaction_general18","Satisfaction_extrinsic19","Satisfaction_intrinsic20","engagement_VI1","engagement_DE1","engagement_AB1","engagement_VI2","engagement_DE2","engagement_AB2","engagement_DE3","engagement_VI3","engagement_AB3","engagement_DE4","engagement_AB4","engagement_VI4","engagement_DE5","engagement_AB5","engagement_VI5","engagement_AB6","engagement_VI6","X157","soclass","burnout.EE.sc","burnout.PA.sc","burnout.CY.sc","burnout.sc","burnout.EE.sc.irt","burnout.PA.sc.irt","burnout.CY.sc.irt","burnout.score","burnout.F1.score","burnout.F2.score","burnout.F3.score","burnout.F4.score","EI.sc","EI.wellbeing.sc","EI.selfcontrol.sc","EI.emotionality.sc","EI.sociability.sc","EI.wellbeing.sc.irt","EI.selfcontrol.sc.irt","EI.emotionality.sc.irt","EI.sociability.sc.irt","ei.score","ei.F1.score","ei.F2.score","ei.F3.score","ei.F4.score","ei.F5.score","satisfaction.sc","satisfaction.intrinsic.sc","satisfaction.extrinsic.sc","satisfaction.general.sc","satisfaction.intrinsic.sc.irt","satisfaction.extrinsic.sc.irt","satisfaction.general.sc.irt","satisfaction.score","satisfaction.F1.score","satisfaction.F2.score","satisfaction.F3.score","engagement.sc","engagement.vigor.sc","engagement.dedication.sc","engagement.absorption.sc","engagement.score","engagement.F1.score","engagement.F2.score","engagement.F3.score","engagement.vigor.sc.irt","engagement.dedication.sc.irt","engagement.absorption.sc.irt"
693,2019-12-04 00:03:56,4,"el","1353589254",2019-12-03 23:11:49,2019-12-04 00:03:56,"62.74.228.173",1059179,"A2","M","20-24","A5",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,"N","{question_not_shown}",4,4,4,4,4,3,5,4,5,5,4,4,4,2,4,1,4,5,3,2,1,"A1","A4","A7","A3","N","A5","{question_not_shown}","{question_not_shown}","{question_not_shown}","Εργατική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A13","A1","A3","SQ002","SQ005","SQ007","SQ005","SQ001","SQ004","SQ002","SQ001","SQ004","SQ005","SQ005","SQ001","SQ003","SQ001","SQ002","SQ005","SQ005","SQ002","SQ006","SQ006","SQ006","SQ006","SQ007","SQ006","SQ002","SQ004","SQ006","SQ006","SQ007","SQ006","SQ004","SQ005","SQ005","SQ005","SQ007","SQ005","SQ005","SQ005","SQ006","SQ007","SQ001","SQ004","SQ003","SQ006","SQ002","SQ001","SQ005","SQ004","SQ004","SQ003","SQ006","SQ007","A1","A4","A4","A4","A3","A4","A4","A2","A4","A3","A4","A3","A5","A4","A3","A3","A4","A4","A4","A3","A2","A3","A3","A4","A2","A3","A5","A3","A1","A4","A2","A4","A2","A2","A5","A5","A7",NA,"04.Εργατική Τάξη",3.11111111111111,3.875,3.8,2.90909090909091,0.650174906860253,0.293937793963862,0.518612862095553,0.627645391628564,0.706062206036881,0.783173154928108,0.453667928856047,0.518612862095213,5,6,4.16666666666667,4.25,4.66666666666667,0.699368123632536,0.377682105702133,0.18186105008615,0.447419802226758,0.455733156592975,0.672516013675657,0.495688275981704,0.525335274228179,0.218792619254446,0.28590490188472,70,3.75,3.16666666666667,3,0.0369278988868303,0.0862237590189377,0.0293253270829086,0.0365183138917027,0.01813598432023,0.0627111838322003,0.647762831385677,40,3.16666666666667,2.2,1.66666666666667,0.0611044880514859,0.0263059350021761,0.283356961203156,0.164292394189164,0.149693340189608,0.0452515308186005,0.0659571344647312
694,2019-12-04 00:03:45,4,"el","1294010622",2019-12-03 23:17:21,2019-12-04 00:03:45,"94.69.96.182",732,"A2","F","55-59","A7","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","{question_not_shown}",4,4,5,4,4,4,4,4,5,5,3,3,3,2,2,2,3,3,3,2,2,"A1","A3","A2","A3","N","A4","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Νέα Μικροαστική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A16","A5","A2","SQ006","SQ002","SQ006","SQ002","SQ005","SQ006","SQ006","SQ002","SQ005","SQ005","SQ006","SQ005","SQ002","SQ002","SQ002","SQ002","SQ006","SQ003","SQ007","SQ006","SQ006","SQ003","SQ002","SQ006","SQ002","SQ002","SQ006","SQ001","SQ006","SQ005","SQ007","SQ001","SQ001","SQ006","SQ007","SQ006","SQ005","SQ001","SQ005","SQ007","SQ007","SQ005","SQ002","SQ005","SQ007","SQ007","SQ005","SQ006","SQ004","SQ007","SQ005","SQ001","A1","A2","A3","A2","A1","A2","A2","A1","A2","A2","A2","A2","A4","A2","A2","A2","A2","A1","A2","A2","A6","A6","A7","A6","A5","A6","A6","A6","A5","A5","A6","A6","A6","A6","A6","A7","A7",NA,"05.Νέα Μικροαστική Τάξη",3.11111111111111,4.125,4.8,3.04545454545455,0.545129899866408,0.234948048723062,0.734180536463007,0.811706440918896,0.765051951278017,0.255530378796344,0.754040637924189,0.73418053646299,5.23333333333333,4.83333333333333,4.5,5.625,5.5,0.387277319641066,0.503688242584005,0.654225199741134,0.684532940125491,0.497084939839639,0.350053923131235,0.676299619755559,0.719265369264461,0.615536862779964,0.758571869662236,101,5.08333333333333,4.83333333333333,5.5,0.534547407234108,0.65829417531826,0.693318022740867,0.565238751256202,0.503842507286602,0.741612743696976,0.790209815600636,85,5.16666666666667,4.6,5.16666666666667,0.851715475445093,0.824683717741825,0.709886907477087,0.916337973305144,0.889402526621193,0.715163428570649,0.850613565072492
697,2019-12-04 00:04:46,4,"el","1575179516",2019-12-03 23:54:53,2019-12-04 00:04:46,"94.69.230.237",1046665,"A2","M","45-49","A8","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","A2",3,5,3,3,2,4,4,4,2,4,3,2,3,2,2,2,3,3,2,2,2,"A1","A1","A7","A1","Y","A3","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Μεσαία αστική τάξη ή Καπιταλιστική τάξη","{question_not_shown}","{question_not_shown}","A16","A5","A3","SQ007","SQ001","SQ007","SQ006","SQ001","SQ007","SQ002","SQ002","SQ007","SQ001","SQ007","SQ001","SQ001","SQ001","SQ007","SQ001","SQ007","SQ006","SQ007","SQ006","SQ007","SQ002","SQ003","SQ007","SQ001","SQ001","SQ006","SQ001","SQ007","SQ007","SQ003","SQ004","SQ001","SQ006","SQ001","SQ004","SQ004","SQ002","SQ005","SQ007","SQ001","SQ003","SQ001","SQ005","SQ007","SQ003","SQ005","SQ003","SQ004","SQ002","SQ003","SQ001","A2","A2","A2","A2","A3","A3","A2","A2","A2","A2","A2","A3","A3","A3","A2","A2","A3","A3","A2","A2","A5","A6","A4","A5","A5","A3","A6","A5","A5","A6","A4","A5","A5","A5","A5","A4","A6",NA,"09.Μεσαία αστική τάξη ή Καπιταλιστική τάξη",1.77777777777778,3.125,2.4,2.31818181818182,0.37477653105349,0.469228563552691,0.35881176414166,0.244760536424456,0.53077143644697,0.37085438757425,0.26445738357125,0.358811764141768,6.36666666666667,6.66666666666667,5.83333333333333,6.375,7,0.803400422414069,0.703032479722499,0.768677050109216,0.910787803173646,0.723707570286742,0.718304943771614,0.703156582646045,0.908222811286791,0.831290282149256,0.913831573327405,93,5,4.16666666666667,4,0.524951507937144,0.340039789812407,0.174147536576058,0.430399433228207,0.50598562655758,0.241139373799859,0.451282807812599,67,4.16666666666667,4.6,3.16666666666667,0.566228598498041,0.671783532279227,0.332687700052783,0.274709570225644,0.558601933991867,0.735297903725192,0.358682026907269
702,2019-12-04 00:19:00,4,"el","535249666",2019-12-04 00:13:29,2019-12-04 00:19:00,"94.66.220.183",1066060,"A2","F","30-34","A5","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","{question_not_shown}",4,4,4,3,4,5,3,5,4,4,4,3,4,3,4,4,4,4,3,5,4,"A1","A3","A1","A3","N","A1","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Νέα Μικροαστική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A16","A2",NA,"SQ005","SQ006","SQ004","SQ006","SQ003","SQ003","SQ005","SQ006","SQ003","SQ005","SQ005","SQ003","SQ005","SQ002","SQ004","SQ005","SQ004","SQ004","SQ003","SQ005","SQ004","SQ005","SQ005","SQ003","SQ005","SQ003","SQ004","SQ004","SQ004","SQ005","SQ004","SQ003","SQ005","SQ005","SQ005","SQ005","SQ005","SQ005","SQ004","SQ003","SQ005","SQ005","SQ004","SQ004","SQ005","SQ003","SQ004","SQ006","SQ004","SQ004","SQ005","SQ004","A2","A3","A2","A3","A3","A1","A2","A3","A2","A3","A1","A2","A4","A2","A2","A2","A2","A3","A3","A2","A5","A5","A6","A3","A4","A4","A5","A6","A5","A5","A6","A6","A4","A4","A5","A5","A6",NA,"05.Νέα Μικροαστική Τάξη",3.11111111111111,3.75,3.4,2.86363636363636,0.628307659982069,0.32700211189562,0.47638403255903,0.578037048362832,0.672997888106122,0.635986256477968,0.548057027946172,0.476384032558953,3.8,4.16666666666667,3.33333333333333,3.5,3.83333333333333,0.170006042713753,0.168090452170753,0.104575682159552,0.286205363118336,0.195856820646059,0.198474357401475,0.26681274068577,0.288627047107869,0.126245473174775,0.116852502366188,93,4.75,4.5,4.5,0.428266534647447,0.512413089842425,0.328740914568168,0.418625340606368,0.43239349972884,0.515443629504013,0.248710608841528,67,4.16666666666667,3.6,4,0.475542489677282,0.325166391530426,0.522048288740752,0.695942213514844,0.506358407751835,0.340687196194884,0.578904965556075
705,2019-12-04 00:30:22,4,"el","475606948",2019-12-04 00:26:43,2019-12-04 00:30:22,"94.66.220.183",1066060,"A2","F","40-44","A7","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","A1",4,2,3,4,3,4,4,3,4,3,4,4,3,4,4,5,4,4,3,4,4,"A1","A2","A7","A1","N","A1","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A19","A3",NA,"SQ006","SQ004","SQ005","SQ005","SQ005","SQ006","SQ004","SQ005","SQ004","SQ006","SQ004","SQ004","SQ005","SQ005","SQ006","SQ005","SQ005","SQ006","SQ006","SQ005","SQ006","SQ005","SQ005","SQ005","SQ005","SQ005","SQ006","SQ004","SQ005","SQ004","SQ003","SQ004","SQ004","SQ004","SQ004","SQ004","SQ005","SQ004","SQ003","SQ004","SQ004","SQ005","SQ004","SQ005","SQ004","SQ004","SQ005","SQ005","SQ004","SQ003","SQ004","SQ005","A3","A2","A4","A3","A3","A3","A2","A2","A3","A3","A2","A2","A2","A2","A2","A4","A1","A2","A4","A3","A4","A5","A6","A4","A5","A5","A5","A4","A5","A5","A4","A6","A5","A5","A5","A4","A5",NA,NA,2.88888888888889,3.375,3.2,2.86363636363636,0.57816215968171,0.419709722567114,0.431173830469513,0.455199104935739,0.580290277434501,0.596048290198424,0.439957808327814,0.43117383046958,4.16666666666667,4.5,4.33333333333333,4.125,4,0.279640419277667,0.45061362610752,0.172600897665044,0.354326529112443,0.26087966326997,0.277671684074923,0.316982782227304,0.543585905849159,0.100372665611429,0.40035609447118,88,4.25,4.33333333333333,5.5,0.199803357330229,0.42814962638979,0.693318022740867,0.277546348545419,0.164996975265396,0.63229058951301,0.248710608841528,65,3.66666666666667,4,3.83333333333333,0.467797156723902,0.405200526616787,0.449303715785265,0.437220957269732,0.328424021528309,0.480137447527086,0.5279841078834
707,2019-12-04 01:05:11,4,"el","2060196987",2019-12-04 00:48:14,2019-12-04 01:05:11,"77.49.169.30",167,"A2","M","20-24","A7",NA,NA,"Y",NA,"Y",NA,"Y",NA,NA,NA,NA,"N","{question_not_shown}",3,4,5,4,3,5,5,5,5,5,4,5,4,4,4,3,5,5,3,2,5,"A1","A5","A7","A3",NA,"A2","{question_not_shown}","{question_not_shown}","Νόθα εργατική τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A4","A1","A2","SQ006","SQ004","SQ007","SQ003","SQ001","SQ006","SQ004","SQ002","SQ006","SQ003","SQ006","SQ002","SQ002","SQ001","SQ006","SQ006","SQ007","SQ001","SQ006","SQ004","SQ006","SQ003","SQ005","SQ006","SQ004","SQ001","SQ007","SQ001","SQ006","SQ006","SQ007","SQ004","SQ002","SQ005","SQ002","SQ004","SQ006","SQ002","SQ005","SQ003","SQ005","SQ005","SQ007","SQ004","SQ004","SQ004","SQ005","SQ006","SQ005","SQ002","SQ005","SQ004","A4","A2","A2","A1","A2","A2","A2","A1","A2","A3","A1","A1","A4","A1","A2","A1","A1","A2","A1","A2","A6","A6","A6","A6","A6","A1","A7","A5","A6","A7","A5","A7","A7","A6","A4","A4","A6",NA,"03.Νόθα εργατική τάξη",3,4.25,2.6,2.45454545454545,0.582241442778855,0.211306187083627,0.33893046515854,0.582950052089394,0.788693812917387,0.37632037438168,0.759462650511718,0.338930465158741,5.73333333333333,6,5.33333333333333,5.375,5.66666666666667,0.65563004287215,0.636364323877508,0.425637971461468,0.743320172619276,0.621957994314038,0.71724993543783,0.660388110500237,0.770845893078442,0.50995664149276,0.647966849064738,103,5.08333333333333,5.16666666666667,5.5,0.609849597333047,0.764885881816203,0.693318022740867,0.662102296570773,0.695011629767269,0.763709426155892,0.248710608841518,78,4.66666666666667,5.6,3.66666666666667,0.823099451585224,0.938612648254312,0.509761726186108,0.236355830636038,0.782419498984957,0.947922384480929,0.523464120507048
708,2019-12-04 01:14:39,4,"el","1969957962",2019-12-04 00:51:19,2019-12-04 01:14:39,"176.58.227.248",167,"A2","F","15-19","A5",NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,"N","{question_not_shown}",3,5,5,5,5,5,5,4,5,5,4,5,4,3,3,2,3,5,2,2,1,"A1","A5","A7","A3","Y","A3","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Νέα Μικροαστική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A19","A1","A3","SQ004","SQ004","SQ007","SQ003","SQ001","SQ006","SQ003","SQ006","SQ007","SQ005","SQ005","SQ007","SQ006","SQ004","SQ007","SQ005","SQ007","SQ002","SQ007","SQ006","SQ004","SQ006","SQ004","SQ006","SQ002","SQ004","SQ007","SQ002","SQ004","SQ005","SQ004","SQ003","SQ005","SQ005","SQ003","SQ004","SQ007","SQ005","SQ001","SQ004","SQ001","SQ006","SQ005","SQ006","SQ005","SQ002","SQ006","SQ002","SQ006","SQ001","SQ004","SQ007","A3","A4","A3","A2","A5","A5","A5","A5","A3","A3","A5","A5","A5","A5","A2","A2","A5","A4","A2","A5","A3","A1","A4","A3","A2","A3","A2","A3","A1","A1","A1","A1","A1","A2","A6","A1","A3",NA,"05.Νέα Μικροαστική Τάξη",2.88888888888889,3.625,3,2.72727272727273,0.610647772675695,0.345349715636006,0.386127232861966,0.481566944551668,0.654650284365621,0.670809359992426,0.456497445940823,0.386127232861967,4.86666666666667,5.66666666666667,5.16666666666667,4,4.66666666666667,0.60099447940189,0.667423578686809,0.18639113264368,0.466332015028349,0.417548038901271,0.655130015014284,0.523837896775981,0.545219872122423,0.134630143860871,0.647966849064738,62,3.5,2.5,2.5,0.0278668173718998,0.0176834429850147,0.00988465329183567,0.0171796939128106,0.0397703751926861,0.00487560345720817,0.0130818944622707,21,2.16666666666667,0.4,1,0.00885368527645598,0.00213492157578812,0.0733123078489202,0.019836249422372,0.0420359863457877,0.000568375353874429,0.0302540926119
709,2019-12-04 01:12:35,4,"el","1618561040",2019-12-04 00:54:02,2019-12-04 01:12:35,"79.167.215.107",167,"A2","F","15-19","A6",NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,"N","{question_not_shown}",3,4,5,4,3,4,4,3,5,5,4,3,3,2,3,2,3,4,2,1,1,"A1","A5","A7","A3","N","A3","{question_not_shown}","Νόθα εργατική τάξη ή Εργατική τάξη (γκρίζα ζώνη)","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A19","A1","A3","SQ004","SQ005","SQ007","SQ003","SQ004","SQ002","SQ002","SQ006","SQ005","SQ002","SQ003","SQ003","SQ001","SQ006","SQ004","SQ006","SQ005","SQ002","SQ004","SQ006","SQ006","SQ003","SQ004","SQ006","SQ001","SQ007","SQ005","SQ002","SQ003","SQ006","SQ007","SQ003","SQ005","SQ003","SQ005","SQ006","SQ005","SQ006","SQ004","SQ003","SQ002","SQ004","SQ002","SQ006","SQ002","SQ005","SQ006","SQ005","SQ002","SQ002","SQ002","SQ007","A2","A3","A4","A4","A3","A3","A3","A3","A2","A4","A3","A2","A3","A4","A4","A4","A2","A2","A4","A3","A6","A3","A6","A3","A3","A5","A3","A6","A5","A4","A4","A4","A7","A4","A6","A6","A7",NA,"02.Νόθα εργατική τάξη ή Εργατική τάξη (γκρίζα ζώνη)",3.66666666666667,2.875,2.8,3.27272727272727,0.730053903501072,0.536571891293343,0.345890908746341,0.470468560152789,0.46342810870763,0.771998697221284,0.544330261104096,0.34589090874634,4.56666666666667,5.16666666666667,5,4.125,4.16666666666667,0.460499426658502,0.497271748264925,0.213615858194892,0.261023642407197,0.319014877787123,0.521831339480157,0.502030818165643,0.281417308636526,0.226209432191305,0.28590490188472,78,3.75,3.83333333333333,5,0.0402693968799266,0.24791479262612,0.516805397920744,0.086172272046504,0.0265246147593697,0.484073155216412,0.248710608841528,65,4.33333333333333,3,4,0.397238351562201,0.202925309918835,0.545002493018468,0.632607673799159,0.604416516771224,0.100519995231284,0.551640738531869
711,2019-12-04 01:34:28,4,"el","753907192",2019-12-04 00:58:56,2019-12-04 01:34:28,"79.166.217.52",167,"A2","F","20-24","A7",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,"N","{question_not_shown}",3,4,4,4,4,4,4,3,4,3,4,3,3,2,4,3,3,5,3,3,2,"A1","A3","A7","A2","N","A2","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A11","A1","A2","SQ006","SQ003","SQ006","SQ004","SQ001","SQ005","SQ002","SQ004","SQ005","SQ001","SQ005","SQ001","SQ001","SQ002","SQ003","SQ002","SQ006","SQ002","SQ003","SQ005","SQ006","SQ003","SQ003","SQ006","SQ001","SQ002","SQ005","SQ002","SQ006","SQ005","SQ007","SQ005","SQ003","SQ006","SQ007","SQ004","SQ004","SQ003","SQ005","SQ007","SQ002","SQ005","SQ001","SQ003","SQ002","SQ002","SQ005","SQ003","SQ003","SQ007","SQ005","SQ001","A1","A2","A2","A2","A2","A2","A3","A2","A2","A2","A2","A2","A2","A2","A2","A3","A2","A2","A2","A2","A4","A6","A5","A5","A5","A4","A6","A5","A5","A5","A3","A6","A6","A4","A4","A4","A6",NA,NA,2.88888888888889,3.5,2.8,2.72727272727273,0.580653852329488,0.381130366465664,0.416148592303645,0.445417780034591,0.618869633535547,0.481696739129582,0.715602678491803,0.416148592303385,5.46666666666667,5.83333333333333,4.33333333333333,5.375,6,0.618625707826903,0.323853266715434,0.557921444725789,0.741776148680498,0.549131726834087,0.59094432413999,0.616405676982458,0.639536829976071,0.672005423872613,0.647966849064537,99,4.91666666666667,5,5,0.454239014704856,0.695119623511858,0.516805397920744,0.515563962523763,0.4508203352797,0.707182440768347,0.647762831385677,66,4,4.6,3.16666666666667,0.513024056331363,0.554655490148916,0.383287095278245,0.2435959779787,0.460404636368869,0.715163428570649,0.325039558723503
712,2019-12-04 01:44:13,4,"el","672539146",2019-12-04 01:12:11,2019-12-04 01:44:13,"77.49.114.227",1059179,"A2","F","25-29","A6",NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,"N","{question_not_shown}",2,3,4,3,3,3,5,5,5,4,5,3,1,3,2,1,3,3,2,2,1,"A1","A5","A7","A3","N","A4","{question_not_shown}","{question_not_shown}","{question_not_shown}","Εργατική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A10","A1",NA,"SQ005","SQ006","SQ004","SQ004","SQ004","SQ004","SQ004","SQ004","SQ004","SQ004","SQ004","SQ001","SQ005","SQ001","SQ004","SQ001","SQ005","SQ004","SQ004","SQ006","SQ004","SQ005","SQ004","SQ006","SQ004","SQ004","SQ007","SQ004","SQ006","SQ005","SQ003","SQ006","SQ006","SQ003","SQ005","SQ006","SQ002","SQ003","SQ007","SQ007","SQ003","SQ003","SQ002","SQ003","SQ006","SQ003","SQ005","SQ006","SQ003","SQ003","SQ005","SQ003","A3","A3","A4","A3","A3","A4","A3","A3","A3","A3","A3","A3","A3","A5","A2","A4","A3","A3","A3","A3","A4","A1","A4","A4","A4","A1","A4","A6","A4","A7","A4","A7","A5","A4","A7","A4","A7",NA,"04.Εργατική Τάξη",2.88888888888889,3.25,3.8,3.04545454545455,0.590230957971174,0.466636500105315,0.565415711279182,0.488428392957853,0.533363499896819,0.716273226979134,0.347381174928554,0.565415711279181,4.56666666666667,5.66666666666667,4,4.25,4,0.632600694244048,0.315664441342693,0.288839091701688,0.304148636441811,0.374109594952136,0.516211299186108,0.503971363568438,0.40167940824734,0.331618717427827,0.190025446381449,76,3.91666666666667,3.5,4,0.0931827074032431,0.139163098629535,0.174147536576058,0.0943576917315016,0.0664881788106904,0.185246076375045,0.108145797186213,60,4.83333333333333,3.2,2.5,0.342158670682403,0.243288694795526,0.663733207606619,0.15340121322952,0.711356741162006,0.194432735847156,0.19822130874061
714,2019-12-04 02:11:21,4,"el","545368798",2019-12-04 01:44:23,2019-12-04 02:11:21,"46.190.117.212",1059179,"A2","M","20-24","A6",NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,"N","{question_not_shown}",4,5,5,5,2,5,5,4,3,4,5,3,4,3,4,1,4,5,2,2,1,"A1","A4","A7","A3","N","A4","{question_not_shown}","{question_not_shown}","{question_not_shown}","Εργατική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A9","A1","A3","SQ003","SQ001","SQ006","SQ002","SQ005","SQ006","SQ007","SQ005","SQ007","SQ005","SQ006","SQ001","SQ001","SQ003","SQ006","SQ002","SQ007","SQ005","SQ004","SQ006","SQ006","SQ002","SQ007","SQ006","SQ006","SQ002","SQ007","SQ002","SQ006","SQ002","SQ002","SQ003","SQ003","SQ005","SQ001","SQ002","SQ004","SQ002","SQ001","SQ007","SQ003","SQ003","SQ003","SQ005","SQ002","SQ001","SQ003","SQ003","SQ003","SQ001","SQ002","SQ007","A3","A3","A3","A3","A2","A3","A3","A4","A3","A4","A2","A3","A4","A5","A3","A3","A4","A2","A2","A4","A4","A2","A4","A4","A3","A2","A2","A3","A4","A3","A3","A5","A4","A4","A3","A4","A5",NA,"04.Εργατική Τάξη",1.44444444444444,2,3,2.72727272727273,0.342261867841621,0.751525419031378,0.371633727260511,0.130958344331118,0.248474580970244,0.337884244831548,0.254420082468124,0.371633727260617,5.2,6,4.16666666666667,5.75,4.83333333333333,0.667761071159428,0.390363690894487,0.553716601739021,0.597417892160884,0.48779187468874,0.563164937776699,0.423086949362986,0.625282223384527,0.493158843590451,0.913831573327405,77,3.83333333333333,3.83333333333333,4,0.0777367502571204,0.240638572424626,0.17414753657606,0.106652574849947,0.0845291353807471,0.251755316884165,0.0395588707034117,42,3,1.8,2.5,0.0849336901166702,0.037583000355432,0.155486182726673,0.132851373927284,0.166463446051874,0.0106869108656976,0.189077965079481
